Packet Length,Malware Indicators,Anomaly Scores,Alerts/Warnings,Proxy Information,Firewall Logs,IDS/IPS Alerts,Protocol_ICMP,Protocol_TCP,Protocol_UDP,Packet Type_Control,Packet Type_Data,Traffic Type_DNS,Traffic Type_FTP,Traffic Type_HTTP,Attack Type_DDoS,Attack Type_Intrusion,Attack Type_Malware,Attack Signature_Known Pattern A,Attack Signature_Known Pattern B,Action Taken_Blocked,Action Taken_Ignored,Action Taken_Logged,Severity Level_High,Severity Level_Low,Severity Level_Medium,Network Segment_Segment A,Network Segment_Segment B,Network Segment_Segment C,Log Source_Firewall,Log Source_Server,Browser,Windows OS,iOS,Linux OS,day_of_week,day_of_week_sin,day_of_week_cos,hour,hour_sin,hour_cos,State
563,1,25.7,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0,1.0,18,-1.0,-1.8369701987210297e-16,Telangana
1313,1,69.2,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0.7818314824680298,0.6234898018587336,19,-0.9659258262890684,0.2588190451025203,West Bengal
350,0,77.06,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0.7818314824680298,0.6234898018587336,12,1.2246467991473532e-16,-1.0,Karnataka
373,1,3.87,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,3,0.43388373911755823,-0.900968867902419,19,-0.9659258262890684,0.2588190451025203,Tripura
1155,0,25.93,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,18,-1.0,-1.8369701987210297e-16,Goa
521,1,60.57,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,8,0.8660254037844387,-0.4999999999999998,Tamil Nadu
1346,1,67.73,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,5,-0.9749279121818236,-0.2225209339563146,19,-0.9659258262890684,0.2588190451025203,Uttar Pradesh
1311,1,75.16,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,3,0.7071067811865475,0.7071067811865476,Chhattisgarh
117,0,75.46,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,5,-0.9749279121818236,-0.2225209339563146,20,-0.8660254037844386,0.5000000000000001,Mizoram
1271,0,49.03,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,3,0.43388373911755823,-0.900968867902419,23,-0.25881904510252157,0.9659258262890681,Gujarat
308,0,85.28,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0.7818314824680298,0.6234898018587336,7,0.9659258262890683,-0.25881904510252063,Sikkim
545,0,6.44,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,5,-0.9749279121818236,-0.2225209339563146,16,-0.8660254037844384,-0.5000000000000004,Maharashtra
572,0,22.17,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,6,-0.7818314824680299,0.6234898018587334,16,-0.8660254037844384,-0.5000000000000004,Uttar Pradesh
1474,1,29.66,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,3,0.43388373911755823,-0.900968867902419,8,0.8660254037844387,-0.4999999999999998,Tripura
1363,1,10.75,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,3,0.43388373911755823,-0.900968867902419,20,-0.8660254037844386,0.5000000000000001,Uttarakhand
443,0,42.14,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,4,-0.433883739117558,-0.9009688679024191,5,0.9659258262890683,0.25881904510252074,Rajasthan
1026,0,77.73,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,4,-0.433883739117558,-0.9009688679024191,18,-1.0,-1.8369701987210297e-16,West Bengal
554,1,97.82,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.7818314824680298,0.6234898018587336,13,-0.2588190451025208,-0.9659258262890683,Kerala
649,1,83.36,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,3,0.43388373911755823,-0.900968867902419,4,0.8660254037844386,0.5000000000000001,Bihar
1378,1,40.71,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,-0.433883739117558,-0.9009688679024191,14,-0.4999999999999997,-0.8660254037844388,Chhattisgarh
107,0,1.33,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,5,-0.9749279121818236,-0.2225209339563146,4,0.8660254037844386,0.5000000000000001,Assam
317,1,56.92,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0.9749279121818236,-0.22252093395631434,1,0.25881904510252074,0.9659258262890683,Himachal Pradesh
875,1,0.9,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,4,-0.433883739117558,-0.9009688679024191,12,1.2246467991473532e-16,-1.0,Nagaland
576,0,77.7,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0.43388373911755823,-0.900968867902419,14,-0.4999999999999997,-0.8660254037844388,Haryana
619,1,67.56,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.0,1.0,6,1.0,6.123233995736766e-17,Bihar
1224,1,91.82,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,6,-0.7818314824680299,0.6234898018587334,2,0.49999999999999994,0.8660254037844387,Tamil Nadu
632,0,50.13,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,5,-0.9749279121818236,-0.2225209339563146,7,0.9659258262890683,-0.25881904510252063,Assam
670,0,41.53,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0.0,1.0,4,0.8660254037844386,0.5000000000000001,Uttar Pradesh
88,0,91.21,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,6,-0.7818314824680299,0.6234898018587334,11,0.258819045102521,-0.9659258262890682,Himachal Pradesh
1497,0,82.8,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,2,0.9749279121818236,-0.22252093395631434,9,0.7071067811865476,-0.7071067811865475,West Bengal
304,0,78.85,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,19,-0.9659258262890684,0.2588190451025203,Mizoram
1001,1,50.69,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,4,-0.433883739117558,-0.9009688679024191,21,-0.7071067811865477,0.7071067811865474,Assam
1352,1,75.3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,19,-0.9659258262890684,0.2588190451025203,Odisha
548,0,33.08,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,2,0.49999999999999994,0.8660254037844387,Gujarat
1114,0,7.27,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0.7818314824680298,0.6234898018587336,4,0.8660254037844386,0.5000000000000001,Maharashtra
149,1,76.68,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,6,-0.7818314824680299,0.6234898018587334,17,-0.9659258262890683,-0.25881904510252063,Telangana
548,1,36.22,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,3,0.43388373911755823,-0.900968867902419,22,-0.5000000000000004,0.8660254037844384,Uttarakhand
1106,1,13.36,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,5,-0.9749279121818236,-0.2225209339563146,9,0.7071067811865476,-0.7071067811865475,Haryana
1290,1,69.01,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0.7818314824680298,0.6234898018587336,1,0.25881904510252074,0.9659258262890683,Gujarat
190,1,4.74,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0.0,1.0,5,0.9659258262890683,0.25881904510252074,Arunachal Pradesh
995,0,51.66,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,6,-0.7818314824680299,0.6234898018587334,1,0.25881904510252074,0.9659258262890683,Uttar Pradesh
1342,1,83.86,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,7,0.9659258262890683,-0.25881904510252063,Meghalaya
722,0,79.61,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,22,-0.5000000000000004,0.8660254037844384,Tamil Nadu
1181,0,14.95,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0.7818314824680298,0.6234898018587336,17,-0.9659258262890683,-0.25881904510252063,Sikkim
907,0,12.1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0.7818314824680298,0.6234898018587336,1,0.25881904510252074,0.9659258262890683,Telangana
1427,1,3.33,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0.7818314824680298,0.6234898018587336,3,0.7071067811865475,0.7071067811865476,Rajasthan
793,1,18.93,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,7,0.9659258262890683,-0.25881904510252063,Jharkhand
686,0,96.83,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0.0,1.0,20,-0.8660254037844386,0.5000000000000001,Andhra Pradesh
1092,0,82.75,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,4,-0.433883739117558,-0.9009688679024191,19,-0.9659258262890684,0.2588190451025203,Uttarakhand
492,0,88.16,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,6,-0.7818314824680299,0.6234898018587334,22,-0.5000000000000004,0.8660254037844384,Sikkim
811,1,45.33,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0.0,1.0,15,-0.7071067811865471,-0.7071067811865479,Andhra Pradesh
1444,1,91.08,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0.7818314824680298,0.6234898018587336,21,-0.7071067811865477,0.7071067811865474,Himachal Pradesh
423,0,45.27,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0.7818314824680298,0.6234898018587336,6,1.0,6.123233995736766e-17,Jharkhand
744,1,51.59,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,6,-0.7818314824680299,0.6234898018587334,5,0.9659258262890683,0.25881904510252074,Tamil Nadu
173,1,73.69,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0.43388373911755823,-0.900968867902419,16,-0.8660254037844384,-0.5000000000000004,Odisha
340,0,27.25,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,2,0.9749279121818236,-0.22252093395631434,2,0.49999999999999994,0.8660254037844387,Himachal Pradesh
1082,0,81.43,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0.0,1.0,9,0.7071067811865476,-0.7071067811865475,Uttarakhand
876,0,89.28,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0.7818314824680298,0.6234898018587336,1,0.25881904510252074,0.9659258262890683,Meghalaya
1319,1,43.95,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0.9749279121818236,-0.22252093395631434,7,0.9659258262890683,-0.25881904510252063,Haryana
976,1,1.31,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,9,0.7071067811865476,-0.7071067811865475,Nagaland
985,0,98.14,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,6,-0.7818314824680299,0.6234898018587334,4,0.8660254037844386,0.5000000000000001,Uttar Pradesh
902,1,84.95,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0.7818314824680298,0.6234898018587336,7,0.9659258262890683,-0.25881904510252063,Karnataka
889,1,14.56,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,5,-0.9749279121818236,-0.2225209339563146,23,-0.25881904510252157,0.9659258262890681,Sikkim
1492,0,31.8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0.0,1.0,14,-0.4999999999999997,-0.8660254037844388,Manipur
787,1,3.7,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,1.0,19,-0.9659258262890684,0.2588190451025203,Himachal Pradesh
1070,0,97.64,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,0.43388373911755823,-0.900968867902419,4,0.8660254037844386,0.5000000000000001,Tamil Nadu
1455,1,58.19,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,2,0.9749279121818236,-0.22252093395631434,20,-0.8660254037844386,0.5000000000000001,Punjab
640,0,10.44,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,4,-0.433883739117558,-0.9009688679024191,11,0.258819045102521,-0.9659258262890682,Chhattisgarh
1178,1,5.39,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0.0,1.0,4,0.8660254037844386,0.5000000000000001,Gujarat
158,1,91.79,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0.0,1.0,20,-0.8660254037844386,0.5000000000000001,Himachal Pradesh
1409,1,70.26,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,3,0.43388373911755823,-0.900968867902419,23,-0.25881904510252157,0.9659258262890681,Himachal Pradesh
866,0,86.55,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,3,0.43388373911755823,-0.900968867902419,14,-0.4999999999999997,-0.8660254037844388,Manipur
343,1,11.11,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,4,-0.433883739117558,-0.9009688679024191,19,-0.9659258262890684,0.2588190451025203,Chhattisgarh
531,0,71.02,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,6,-0.7818314824680299,0.6234898018587334,13,-0.2588190451025208,-0.9659258262890683,Telangana
1387,0,51.68,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,6,-0.7818314824680299,0.6234898018587334,9,0.7071067811865476,-0.7071067811865475,West Bengal
715,0,43.23,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0.9749279121818236,-0.22252093395631434,14,-0.4999999999999997,-0.8660254037844388,Himachal Pradesh
765,1,47.31,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,5,0.9659258262890683,0.25881904510252074,Sikkim
646,0,77.67,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,6,-0.7818314824680299,0.6234898018587334,14,-0.4999999999999997,-0.8660254037844388,Haryana
1142,1,20.66,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,4,-0.433883739117558,-0.9009688679024191,17,-0.9659258262890683,-0.25881904510252063,Nagaland
1005,1,90.92,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0.0,1.0,14,-0.4999999999999997,-0.8660254037844388,Andhra Pradesh
984,0,64.89,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,5,-0.9749279121818236,-0.2225209339563146,23,-0.25881904510252157,0.9659258262890681,Sikkim
